id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
be5678c72e0a4fa6a30a5e80be37b5bc,EVCC_TEST_CASES_FOR_CMAMPMAP,DOCUMENT_SECTION,A section in the document that discusses EVCC test cases for CmAmpMap,249,,['1665ff673abe57f406cf7a5a48bacc00'],"[-7.73335295e-03  2.32421644e-02 -4.08071186e-03 ...  3.94079951e-04
 -4.22972553e-05 -3.37965749e-02]"
fb7d7740527a476fb2239fe670bb5f0c,TABLE_223,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_001',250,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.02377281  0.01425255 -0.01086339 ... -0.01013963 -0.02036277
 -0.03142798]"
2694bd85ea4d41b5b752e4dd99f2baae,TC_EVCC_CMN_VTB_CMAMPMAP_001,TEST_CASE,A specific test case related to the EVCC CMN VTB CmAmpMap functionality,251,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.01095983  0.00193075 -0.00468135 ...  0.00408154 -0.01013643
 -0.02617867]"
8fda943252424c9187d587a2a2ef3eb5,CM_AMP_MAP.REQ,MESSAGE,"""CM_AMP_MAP.REQ"" is a request message used in the communication process to send a new amplitude map along with additional valid parameters. This message plays a crucial role in ensuring that the amplitude map and its associated parameters are accurately communicated within the system, facilitating effective and efficient data transmission.",252,,['1665ff673abe57f406cf7a5a48bacc00' '9d51da4c009f3383f6178ae36d391c61'],"[-0.02037671 -0.00354436 -0.00041146 ... -0.01143494 -0.02415017
 -0.02295075]"
8556d775d8e744eaa42cb0ffe4c53990,CM_AMP_MAP.CNF,MESSAGE,"""CM_AMP_MAP.CNF"" is a confirmation message sent by the System Under Test (SUT) with 'result' equals to '00'H. This message is sent in response to the CM_AMP_MAP.REQ message, indicating the result of the request.",253,,['1665ff673abe57f406cf7a5a48bacc00' '9d51da4c009f3383f6178ae36d391c61'],"[-0.00573402 -0.00153912 -0.01977436 ... -0.00795199 -0.01391428
 -0.02165504]"
f248d15f4fa74cbda17055c556f80f1d,TABLE_224,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_002',254,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.02622268  0.01053614 -0.01307673 ... -0.00936623 -0.02170916
 -0.03500049]"
867e900976fd47598fd3cbdff4a312ae,TC_EVCC_CMN_VTB_CMAMPMAP_002,TEST_CASE,A specific test case related to the EVCC CMN VTB CmAmpMap functionality,255,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.0109996   0.00283167 -0.00435149 ...  0.00558157 -0.00976241
 -0.02519882]"
858b77aeece04f24b2b09a754f108fd3,PAR_TT_AMP_MAP_EXCHANGE,TECHNICAL_TERM,A parameter related to the expiration of the amplitude map exchange,256,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.02456615 -0.00706508  0.01188524 ... -0.01155135 -0.01342684
 -0.0422839 ]"
f82dc2b4b90d4132ad09c1c02ad2a953,TABLE_225,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_003',257,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.02813549  0.00656011 -0.01164704 ... -0.01050585 -0.01928263
 -0.03577108]"
fc15b0953cad4205b0fb6fd22c3d2619,TC_EVCC_CMN_VTB_CMAMPMAP_003,TEST_CASE,A specific test case related to the EVCC CMN VTB CmAmpMap functionality,258,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.01001015  0.00137772 -0.00464782 ...  0.00590351 -0.00975547
 -0.02529773]"
ff4c230440bd45299feff98d0b43d1b9,F_EVCC_CMN_TB_VTB_CMAMPMAP_001,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CmAmpMap functionality,259,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.01748691 -0.00716487 -0.00570163 ...  0.00412305 -0.00999046
 -0.022893  ]"
7ff8162114a948a7a545a24e5923338b,F_EVCC_CMN_CHECKTXPOWERLIMITATION,TEST_CASE,A specific test case related to checking the transmission power limitation in the EVCC CMN context,260,,['1665ff673abe57f406cf7a5a48bacc00'],"[ 0.02131729 -0.01985682 -0.00589104 ...  0.00742875  0.01421153
 -0.0276226 ]"
ef17f7a6a6a848d7909b16ae6aabf28a,PICS_CMN_CMN_INITIATECMAMPMAP,TECHNICAL_TERM,"""PICS_CMN_CMN_INITIATECMAMPMAP is a parameter related to initiating the CmAmpMap in the PICS context. It is specifically associated with the initiation of the CM amplitude map process, ensuring that the CM_AMP_MAP is correctly initiated within the PICS framework.""",261,,"['1665ff673abe57f406cf7a5a48bacc00' '813b4f67ab4a26af5abc0fd23a1be814'
 '9d51da4c009f3383f6178ae36d391c61']","[-0.02373829  0.01084116  0.01405361 ...  0.00619157 -0.0094615
 -0.0415792 ]"
fb3f1aac63bf4c34a762a157a235d806,PIXIT_CMN_CMN_CMAMPMAP,TECHNICAL_TERM,"""PIXIT_CMN_CMN_CMAMPMAP"" is a selection parameter related to the CM amplitude map in the PIXIT context. It is also referred to as CmAmpMap and is used specifically in the context of the CM_AMP_MAP process.",262,,"['1665ff673abe57f406cf7a5a48bacc00' '813b4f67ab4a26af5abc0fd23a1be814'
 '9d51da4c009f3383f6178ae36d391c61']","[-0.02609444  0.01250785  0.01537537 ...  0.01189338 -0.01448781
 -0.05475599]"
1d0787c78fae48aabbddc1ff8e6d1b44,V2G3-A09-106,TECHNICAL_TERM,"The entity ""V2G3-A09-106"" is a specific requirement referenced in the document.",263,,"['1665ff673abe57f406cf7a5a48bacc00' '813b4f67ab4a26af5abc0fd23a1be814'
 '9d51da4c009f3383f6178ae36d391c61']","[-0.00221327 -0.01386805  0.01111985 ... -0.03327263 -0.0156467
  0.00227011]"
cef3eecdca7844d2a9661e945addd6df,V2G3-A09-110,TECHNICAL_TERM,"""V2G3-A09-110"" is a specific requirement referenced in the document.",264,,['1665ff673abe57f406cf7a5a48bacc00' '9d51da4c009f3383f6178ae36d391c61'],"[-0.0055528  -0.00723386  0.00011499 ... -0.02590423 -0.01650617
  0.00430524]"
2ef1c96a5b3e4bc3b997bc7d875d5386,V2G3-A09-115,TECHNICAL_TERM,"""V2G3-A09-115"" is a specific requirement referenced in the document.",265,,"['1665ff673abe57f406cf7a5a48bacc00' '813b4f67ab4a26af5abc0fd23a1be814'
 '9d51da4c009f3383f6178ae36d391c61']","[-0.00607726 -0.00218808  0.00557027 ... -0.0248694  -0.01223457
  0.00399258]"
e0775a20400e4565925ab60631ed80fc,F_EVCC_CMN_TB_VTB_CMAMPMAP_002,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CmAmpMap functionality,266,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.01577184 -0.00673992 -0.00595921 ...  0.00387492 -0.00997737
 -0.02292002]"
421f207b50c14b05bbb5c8adfcca8b0e,F_EVCC_CMN_TB_VTB_CMAMPMAP_003,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CmAmpMap functionality,267,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.01624396 -0.00730907 -0.00675399 ...  0.00396072 -0.01053566
 -0.02233187]"
dd7a54e5164b4066bf03346fd90dc20a,V2G3-A09-109,,"The entity ""V2G3-A09-109"" is a specific requirement referenced in the document.",268,,['1665ff673abe57f406cf7a5a48bacc00' '813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00045964 -0.01449365  0.01289518 ... -0.02939027 -0.01808012
  0.00449316]"
08b23d82440c4442b78a4cc462dba73d,V2G3-A09-111,,"The entity ""V2G3-A09-111"" is a specific requirement referenced in the document.",269,,['1665ff673abe57f406cf7a5a48bacc00' '813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00471912 -0.01047055  0.01050407 ... -0.0329266  -0.01753583
  0.00041791]"
f5654f7efa714281aa360db38d964637,ORDER_OP-720751,DOCUMENT,"An order from the ISO store, associated with the document",270,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.0049061   0.00015003 -0.01893706 ... -0.00536199  0.01110273
 -0.0345917 ]"
7e2e377bc1c64eb6855f367b329c68d4,SECTION_15118-3:A.9.6.1,DOCUMENT_SECTION,A section in the ISO 15118-3 standard,271,,['813b4f67ab4a26af5abc0fd23a1be814'],"[ 0.00050095  0.01484879  0.00663666 ... -0.03153562  0.00560932
 -0.03943922]"
fca258d93be24d8298d56efbb1c26fc1,SECTION_15118-3:A.9.6.2,DOCUMENT_SECTION,A section in the ISO 15118-3 standard,272,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00048222  0.01526005  0.00729486 ... -0.0316242   0.00380844
 -0.03822243]"
d9de5ec1f34b4a238b7632714a30318b,SECTION_15118-3:A.9.6.3.2,DOCUMENT_SECTION,A section in the ISO 15118-3 standard,273,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00097839  0.01587782  0.00600845 ... -0.03259754  0.00299271
 -0.03883291]"
01dd9124164442e693ae8b69b567d09d,V2G3-A09-112,REQUIREMENT,A specific requirement referenced in the document,274,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00074427  0.00138762  0.00187371 ... -0.02712676 -0.00635447
 -0.00044404]"
3804edbd6205468a9bb20daa22787257,CONFIG_ID_CF_05_002,CONFIGURATION,A configuration identifier used in the document,275,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00195048  0.02084613 -0.00811672 ...  0.00559136  0.00056761
 -0.02855222]"
d6210a4fc38f467b8519e6ddab6a134c,PRECONDITION_F_EVCC_CMN_PR_PLCLINKSTATUS_001,TECHNICAL_TERM,A precondition related to the EVCC CMN PR PLC link status,276,,['813b4f67ab4a26af5abc0fd23a1be814'],"[ 0.00066124  0.00403946 -0.00653691 ...  0.01493548  0.01393088
 -0.01985308]"
f9ecb3ec926f47e0862afdf1069899af,EXPECTED_BEHAVIOR_F_EVCC_CMN_TB_VTB_CMAMPMAP_003,TECHNICAL_TERM,The anticipated outcome or response in a given test scenario related to the CM amplitude map,277,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.03065178 -0.00393644  0.00658523 ...  0.00048156 -0.00677768
 -0.04151287]"
76589e01fb274989a44356c58a863b07,TABLE_226,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_004',278,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.02557769  0.00559685 -0.01200853 ... -0.01106249 -0.02432091
 -0.03242787]"
2ee593f7298a47bc80b89eacf8d89acc,TC_EVCC_CMN_VTB_CMAMPMAP_004,TEST_CASE,A specific test case related to the EVCC CMN VTB CM amplitude map functionality,279,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.01407145 -0.008328    0.00305033 ...  0.00164599 -0.00773965
 -0.02511709]"
43c926b7d1794e5da8410276501ee7c0,DOCUMENT_ISO_15118-3:2015:IS,DOCUMENT,A document reference to the ISO 15118-3:2015 standard,280,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.01896263  0.02095661  0.00041534 ... -0.03557473  0.00523915
 -0.04104168]"
e93b4e68e4db4f448fe885def72b54e5,V2G3-A09-114,REQUIREMENT,A specific requirement referenced in the document,281,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00191111 -0.00159595  0.00642416 ... -0.02642275 -0.00543919
  0.00078789]"
aa267b8f82f5410a800456fd9bd48412,EXPECTED_BEHAVIOR_F_EVCC_CMN_TB_VTB_CMAMPMAP_004,TECHNICAL_TERM,The anticipated outcome or response in a given test scenario related to the CM amplitude map,282,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.03194672 -0.00516374  0.00529301 ... -0.00028714 -0.00686869
 -0.04228818]"
9b56b25b181d44c38139cb7d2f6548b4,TABLE_227,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_005',283,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.02233935  0.01042503 -0.01144547 ... -0.01144547 -0.02076732
 -0.02745533]"
f8d85ec2613349938319436be1113605,TC_EVCC_CMN_VTB_CMAMPMAP_005,TEST_CASE,A specific test case related to the EVCC CMN VTB CM amplitude map functionality,284,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.014067   -0.00717368  0.00274927 ...  0.00052611 -0.00754165
 -0.02455942]"
ba050aa28f9444b79eea03be871b7520,V2G3-A09-113,REQUIREMENT,A specific requirement referenced in the document,285,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.00183731 -0.00244863  0.00490736 ... -0.02815752 -0.00776689
  0.00035639]"
2e43628d4c46417bb169a7175184fb5e,EXPECTED_BEHAVIOR_F_EVCC_CMN_TB_VTB_CMAMPMAP_005,TECHNICAL_TERM,The anticipated outcome or response in a given test scenario related to the CM amplitude map,286,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.03105363 -0.0036117   0.00678509 ...  0.00035328 -0.00703756
 -0.04129263]"
6236600becc94c1e8b65810417171d6a,TABLE_228,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_006',287,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.02198242  0.00970139 -0.0130785  ... -0.01054047 -0.01930569
 -0.0267811 ]"
20655fa1a82d4e8b81801ca3ea5cd40e,TC_EVCC_CMN_VTB_CMAMPMAP_006,TEST_CASE,A specific test case related to the EVCC CMN VTB CM amplitude map functionality,288,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.01362407 -0.00729511  0.00200055 ...  0.00060953 -0.00627295
 -0.02528784]"
6a89f131814a4eb09a73c728f4113e68,EXPECTED_BEHAVIOR_F_EVCC_CMN_TB_VTB_CMAMPMAP_006,TECHNICAL_TERM,The anticipated outcome or response in a given test scenario related to the CM amplitude map,289,,['813b4f67ab4a26af5abc0fd23a1be814'],"[-0.03025099 -0.00381289  0.00609571 ...  0.00046567 -0.00664892
 -0.04159511]"
7ca90b9f1ae64983866ad7233e15e55e,V2G3-A09-116,REQUIREMENT,A specific requirement referenced in the document,290,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.00290186  0.00107101  0.00528709 ... -0.02839465 -0.00537767
  0.00236007]"
6122bfa632aa4c25819d8876dd97eab8,F_EVCC_CMN_TB_VTB_CMAMPMAP_006,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CM amplitude map functionality,291,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.01267414 -0.01438724  0.00193942 ... -0.0008522  -0.00378483
 -0.02424799]"
dc2ecef916f4481a947f9f8e899fafa0,TABLE_229,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_007',292,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.02042609  0.01227775 -0.01044783 ... -0.00882506 -0.02140665
 -0.0294445 ]"
bd21f0c9ac0c4bfda3615e750645681d,TC_EVCC_CMN_VTB_CMAMPMAP_007,TEST_CASE,A specific test case related to the EVCC CMN VTB CM amplitude map functionality,293,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.01433276 -0.00740794  0.00280774 ...  0.00045293 -0.00700884
 -0.02618687]"
96fee30474dd4725941035755d1e8061,F_EVCC_CMN_TB_VTB_CMAMPMAP_007,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CM amplitude map functionality,294,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.01317043 -0.01390251  0.00241237 ... -0.00133168 -0.00435063
 -0.02433288]"
64b18ef51110408aa91b678cdf97ef60,TABLE_230,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmAmpMap_008',295,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.01960986  0.01077985 -0.01116982 ... -0.01030632 -0.02158756
 -0.02877413]"
e6856e8f5f8f41d7b74f7bea0a01375a,TC_EVCC_CMN_VTB_CMAMPMAP_008,TEST_CASE,A specific test case related to the EVCC CMN VTB CM amplitude map functionality,296,,['9d51da4c009f3383f6178ae36d391c61'],"[-1.27493646e-02 -7.50375120e-03  2.42118700e-03 ... -4.80763847e-05
 -7.39154592e-03 -2.53304206e-02]"
f7611dbdabbf4f6a86a08c2a85c8c872,F_EVCC_CMN_PR_CMAMPMAP_001,TEST_CASE,A specific test case related to the EVCC CMN PR CM amplitude map functionality,297,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.00348627 -0.00181226  0.00634512 ... -0.00299532 -0.008791
 -0.02574913]"
f684e329cd32466d8f8ddb7832fdc7c2,F_EVCC_CMN_TB_VTB_CMAMPMAP_008,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CM amplitude map functionality,298,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.01258489 -0.01454844  0.00203343 ... -0.0013233  -0.00529669
 -0.02444305]"
70cd3a1c3f294c6b8efa6503760bf62b,AVLN,TECHNICAL_TERM,A new amplitude map process initiated by the Test System,299,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.0164955  -0.00283382 -0.00531387 ... -0.00124717 -0.00384156
 -0.00543179]"
58188650f4414cceaa7f588777c6664d,SDP_REQUEST_MESSAGE,MESSAGE,A request message sent by the SUT to check the usability of the matched bandwidth after the amplitude map process,300,,['9d51da4c009f3383f6178ae36d391c61'],"[-0.01215665 -0.00473077  0.00364126 ... -0.02249268 -0.00643313
 -0.02011295]"
